czas,e_temperatura,temperatura
0,2368,2368
3.15733,1893.42,1877.55
6.31467,1654.61,1639.63
9.472,1501.73,1489.45
12.6293,1392.58,1382.54
15.7867,1309.28,1300.93
18.944,1242.78,1235.71
22.1013,1187.96,1181.87
25.2587,1141.65,1136.34
28.416,1101.79,1097.1
31.5733,1066.96,1062.77
34.7307,1036.14,1032.37
37.888,1008.6,1005.18
41.0453,983.762,980.642
44.2027,961.202,958.337
47.36,940.576,937.933
50.5173,921.612,919.162
53.6747,904.09,901.809
56.832,887.827,885.697
59.9893,872.673,870.677
63.1467,858.504,856.628
66.304,845.211,843.443
69.4613,832.705,831.034
72.6187,820.907,819.325
75.776,809.75,808.249
78.9333,799.176,797.748
82.0907,789.133,787.773
85.248,779.577,778.279
88.4053,770.467,769.226
91.5627,761.768,760.581
94.72,753.45,752.311
97.8773,745.483,744.39
101.035,737.842,736.792
104.192,730.505,729.496
107.349,723.452,722.479
110.507,716.663,715.726
113.664,710.123,709.218
116.821,703.814,702.94
119.979,697.724,696.879
123.136,691.839,691.022
126.293,686.148,685.356
129.451,680.64,679.873
132.608,675.304,674.56
135.765,670.132,669.41
138.923,665.115,664.413
142.08,660.244,659.563
145.237,655.513,654.851
148.395,650.915,650.271
151.552,646.443,645.816
154.709,642.092,641.481
157.867,637.856,637.26
161.024,633.729,633.148
164.181,629.706,629.14
167.339,625.785,625.232
170.496,621.958,621.419
173.653,618.224,617.698
176.811,614.578,614.064
179.968,611.017,610.514
183.125,607.536,607.044
186.283,604.134,603.653
189.44,600.806,600.336
192.597,597.551,597.09
195.755,594.365,593.914
198.912,591.246,590.804
202.069,588.191,587.758
205.227,585.199,584.774
208.384,582.266,581.85
211.541,579.392,578.984
214.699,576.573,576.173
217.856,573.808,573.416
221.013,571.096,570.71
224.171,568.434,568.056
227.328,565.821,565.45
230.485,563.256,562.891
233.643,560.736,560.378
236.8,558.261,557.909
239.957,555.829,555.483
243.115,553.439,553.099
246.272,551.09,550.755
249.429,548.78,548.45
252.587,546.508,546.184
255.744,544.273,543.954
258.901,542.074,541.761
262.059,539.911,539.602
265.216,537.782,537.477
268.373,535.685,535.386
271.531,533.622,533.327
274.688,531.589,531.299
277.845,529.587,529.301
281.003,527.615,527.333
284.16,525.672,525.394
287.317,523.758,523.484
290.475,521.871,521.601
293.632,520.01,519.744
296.789,518.177,517.914
299.947,516.368,516.109
303.104,514.585,514.329
306.261,512.826,512.574
309.419,511.091,510.842
312.576,509.379,509.133
315.733,507.69,507.448
318.891,506.023,505.784
322.048,504.377,504.141
325.205,502.753,502.52
328.363,501.15,500.92
331.52,499.567,499.339
334.677,498.003,497.779
337.835,496.459,496.238
340.992,494.934,494.715
344.149,493.428,493.212
347.307,491.94,491.726
350.464,490.469,490.258
353.621,489.016,488.807
356.779,487.58,487.374
359.936,486.161,485.957
363.093,484.758,484.557
366.251,483.371,483.172
369.408,482,481.803
372.565,480.645,480.45
375.723,479.304,479.111
378.88,477.978,477.788
382.037,476.667,476.479
385.195,475.37,475.184
388.352,474.088,473.903
391.509,472.818,472.636
394.667,471.563,471.382
397.824,470.32,470.141
400.981,469.091,468.914
404.139,467.874,467.699
407.296,466.67,466.497
410.453,465.478,465.307
413.611,464.298,464.128
416.768,463.131,462.962
419.925,461.974,461.808
423.083,460.829,460.665
426.24,459.696,459.533
429.397,458.574,458.412
432.555,457.462,457.302
435.712,456.361,456.202
438.869,455.271,455.114
442.027,454.191,454.035
445.184,453.121,452.967
448.341,452.061,451.908
451.499,451.011,450.86
454.656,449.971,449.821
457.813,448.94,448.791
460.971,447.919,447.771
464.128,446.907,446.761
467.285,445.904,445.759
470.443,444.91,444.766
473.6,443.924,443.782
476.757,442.948,442.807
479.915,441.979,441.84
483.072,441.02,440.881
486.229,440.068,439.931
489.387,439.125,438.989
492.544,438.19,438.055
495.701,437.263,437.129
498.859,436.343,436.21
502.016,435.431,435.3
505.173,434.527,434.397
508.331,433.63,433.501
511.488,432.741,432.612
514.645,431.859,431.731
517.803,430.984,430.857
520.96,430.116,429.99
524.117,429.255,429.13
527.275,428.401,428.277
530.432,427.553,427.431
533.589,426.713,426.591
536.747,425.878,425.758
539.904,425.051,424.931
543.061,424.229,424.111
546.219,423.414,423.297
549.376,422.606,422.489
552.533,421.803,421.687
555.691,421.007,420.891
558.848,420.216,420.102
562.005,419.431,419.318
565.163,418.653,418.54
568.32,417.88,417.768
571.477,417.112,417.001
574.635,416.35,416.24
577.792,415.594,415.485
580.949,414.843,414.735
584.107,414.098,413.99
587.264,413.358,413.251
590.421,412.623,412.517
593.579,411.893,411.788
596.736,411.169,411.064
599.893,410.45,410.345
603.051,409.735,409.632
606.208,409.026,408.923
609.365,408.321,408.219
612.523,407.621,407.52
615.68,406.927,406.826
618.837,406.236,406.136
621.995,405.551,405.451
625.152,404.87,404.771
628.309,404.193,404.095
631.467,403.521,403.424
634.624,402.854,402.757
637.781,402.191,402.095
640.939,401.532,401.437
644.096,400.878,400.783
647.253,400.227,400.133
650.411,399.581,399.488
653.568,398.94,398.847
656.725,398.302,398.209
659.883,397.668,397.576
663.04,397.039,396.947
666.197,396.413,396.322
669.355,395.791,395.701
672.512,395.173,395.084
675.669,394.559,394.47
678.827,393.949,393.86
681.984,393.342,393.254
685.141,392.74,392.652
688.299,392.14,392.054
691.456,391.545,391.459
694.613,390.953,390.867
697.771,390.365,390.28
700.928,389.78,389.695
704.085,389.199,389.114
707.243,388.621,388.537
710.4,388.047,387.963
713.557,387.475,387.393
716.715,386.908,386.825
719.872,386.343,386.262
723.029,385.782,385.701
726.187,385.224,385.144
729.344,384.67,384.589
732.501,384.118,384.038
735.659,383.57,383.491
738.816,383.025,382.946
741.973,382.483,382.404
745.131,381.944,381.865
748.288,381.408,381.33
751.445,380.875,380.797
754.603,380.345,380.268
757.76,379.817,379.741
760.917,379.293,379.217
764.075,378.772,378.696
767.232,378.253,378.178
770.389,377.738,377.663
773.547,377.225,377.151
776.704,376.715,376.641
779.861,376.208,376.134
783.019,375.703,375.63
786.176,375.201,375.128
789.333,374.702,374.629
792.491,374.205,374.133
795.648,373.711,373.64
798.805,373.22,373.149
801.963,372.731,372.66
805.12,372.245,372.174
808.277,371.761,371.691
811.435,371.28,371.21
814.592,370.801,370.732
817.749,370.325,370.256
820.907,369.851,369.782
824.064,369.38,369.311
827.221,368.911,368.842
830.379,368.444,368.376
833.536,367.98,367.912
836.693,367.518,367.451
839.851,367.058,366.991
843.008,366.601,366.534
846.165,366.146,366.079
849.323,365.693,365.627
852.48,365.242,365.177
855.637,364.794,364.729
858.795,364.347,364.283
861.952,363.903,363.839
865.109,363.462,363.397
868.267,363.022,362.958
871.424,362.584,362.521
874.581,362.149,362.085
877.739,361.715,361.652
880.896,361.284,361.221
884.053,360.855,360.792
887.211,360.427,360.365
890.368,360.002,359.94
893.525,359.579,359.517
896.683,359.158,359.096
899.84,358.738,358.677
902.997,358.321,358.26
906.155,357.905,357.845
909.312,357.492,357.432
912.469,357.08,357.021
915.627,356.671,356.611
918.784,356.263,356.204
921.941,355.857,355.798
925.099,355.453,355.394
928.256,355.05,354.992
931.413,354.65,354.592
934.571,354.251,354.193
937.728,353.854,353.797
940.885,353.459,353.402
944.043,353.066,353.009
947.2,352.674,352.617
950.357,352.284,352.228
953.515,351.896,351.84
956.672,351.51,351.453
959.829,351.125,351.069
962.987,350.742,350.686
966.144,350.36,350.305
969.301,349.981,349.925
972.459,349.602,349.547
975.616,349.226,349.171
978.773,348.851,348.797
981.931,348.478,348.423
985.088,348.106,348.052
988.245,347.736,347.682
991.403,347.367,347.314
994.56,347,346.947
997.717,346.635,346.582
1000.87,346.271,346.218
1004.03,345.909,345.856
1007.19,345.548,345.495
1010.35,345.188,345.136
1013.5,344.831,344.779
1016.66,344.474,344.422
1019.82,344.119,344.068
1022.98,343.766,343.714
1026.13,343.414,343.363
1029.29,343.063,343.012
1032.45,342.714,342.663
1035.61,342.366,342.316
1038.76,342.02,341.97
1041.92,341.675,341.625
1045.08,341.331,341.282
1048.23,340.989,340.94
1051.39,340.648,340.599
1054.55,340.309,340.26
1057.71,339.971,339.922
1060.86,339.634,339.585
1064.02,339.299,339.25
1067.18,338.965,338.916
1070.34,338.632,338.583
1073.49,338.3,338.252
1076.65,337.97,337.922
1079.81,337.641,337.593
1082.97,337.314,337.266
1086.12,336.987,336.94
1089.28,336.662,336.615
1092.44,336.338,336.291
1095.59,336.016,335.969
1098.75,335.694,335.648
1101.91,335.374,335.328
1105.07,335.055,335.009
1108.22,334.738,334.691
1111.38,334.421,334.375
1114.54,334.106,334.06
1117.7,333.792,333.746
1120.85,333.479,333.433
1124.01,333.167,333.121
1127.17,332.856,332.811
1130.33,332.547,332.502
1133.48,332.238,332.193
1136.64,331.931,331.886
1139.8,331.625,331.581
1142.95,331.32,331.276
1146.11,331.016,330.972
1149.27,330.714,330.67
1152.43,330.412,330.368
1155.58,330.112,330.068
1158.74,329.812,329.769
1161.9,329.514,329.47
1165.06,329.217,329.173
1168.21,328.92,328.877
1171.37,328.625,328.582
1174.53,328.331,328.288
1177.69,328.038,327.996
1180.84,327.746,327.704
1184,327.455,327.413
1187.16,327.165,327.123
1190.31,326.877,326.834
1193.47,326.589,326.547
1196.63,326.302,326.26
1199.79,326.016,325.974
1202.94,325.731,325.69
1206.1,325.447,325.406
1209.26,325.164,325.123
1212.42,324.883,324.842
1215.57,324.602,324.561
1218.73,324.322,324.281
1221.89,324.043,324.002
1225.05,323.765,323.724
1228.2,323.488,323.447
1231.36,323.211,323.171
1234.52,322.936,322.896
1237.67,322.662,322.622
1240.83,322.389,322.349
1243.99,322.116,322.077
1247.15,321.845,321.805
1250.3,321.574,321.535
1253.46,321.305,321.265
1256.62,321.036,320.997
1259.78,320.768,320.729
1262.93,320.501,320.462
1266.09,320.235,320.196
1269.25,319.97,319.931
1272.41,319.706,319.667
1275.56,319.442,319.404
1278.72,319.179,319.141
1281.88,318.918,318.88
1285.03,318.657,318.619
1288.19,318.397,318.359
1291.35,318.138,318.1
1294.51,317.879,317.842
1297.66,317.622,317.584
1300.82,317.365,317.328
1303.98,317.109,317.072
1307.14,316.854,316.817
1310.29,316.6,316.563
1313.45,316.347,316.31
1316.61,316.094,316.058
1319.77,315.843,315.806
1322.92,315.592,315.555
1326.08,315.341,315.305
1329.24,315.092,315.056
1332.39,314.843,314.807
1335.55,314.596,314.56
1338.71,314.349,314.313
1341.87,314.102,314.067
1345.02,313.857,313.821
1348.18,313.612,313.577
1351.34,313.368,313.333
1354.5,313.125,313.09
1357.65,312.883,312.847
1360.81,312.641,312.606
1363.97,312.4,312.365
1367.13,312.16,312.125
1370.28,311.92,311.885
1373.44,311.682,311.647
1376.6,311.444,311.409
1379.75,311.206,311.172
1382.91,310.97,310.935
1386.07,310.734,310.7
1389.23,310.499,310.464
1392.38,310.264,310.23
1395.54,310.031,309.997
1398.7,309.798,309.764
1401.86,309.565,309.531
1405.01,309.334,309.3
1408.17,309.103,309.069
1411.33,308.872,308.839
1414.49,308.643,308.61
1417.64,308.414,308.381
1420.8,308.186,308.153
1423.96,307.958,307.925
1427.11,307.732,307.698
1430.27,307.505,307.472
1433.43,307.28,307.247
1436.59,307.055,307.022
1439.74,306.831,306.798
1442.9,306.607,306.575
1446.06,306.384,306.352
1449.22,306.162,306.13
1452.37,305.94,305.908
1455.53,305.719,305.687
1458.69,305.499,305.467
1461.85,305.279,305.247
1465,305.06,305.028
1468.16,304.842,304.81
1471.32,304.624,304.592
1474.47,304.407,304.375
1477.63,304.19,304.159
1480.79,303.974,303.943
1483.95,303.759,303.728
1487.1,303.544,303.513
1490.26,303.33,303.299
1493.42,303.117,303.086
1496.58,302.904,302.873
1499.73,302.691,302.66
1502.89,302.48,302.449
1506.05,302.268,302.238
1509.21,302.058,302.027
1512.36,301.848,301.817
1515.52,301.639,301.608
1518.68,301.43,301.399
1521.83,301.222,301.191
1524.99,301.014,300.984
1528.15,300.807,300.777
1531.31,300.6,300.57
1534.46,300.394,300.364
1537.62,300.189,300.159
1540.78,299.984,299.954
1543.94,299.78,299.75
1547.09,299.576,299.546
1550.25,299.373,299.343
1553.41,299.17,299.141
1556.57,298.968,298.939
1559.72,298.767,298.737
1562.88,298.566,298.536
1566.04,298.365,298.336
1569.19,298.165,298.136
1572.35,297.966,297.937
1575.51,297.767,297.738
1578.67,297.569,297.54
1581.82,297.371,297.342
1584.98,297.174,297.145
1588.14,296.977,296.948
1591.3,296.781,296.752
1594.45,296.585,296.557
1597.61,296.39,296.362
1600.77,296.195,296.167
1603.93,296.001,295.973
1607.08,295.808,295.779
1610.24,295.614,295.586
1613.4,295.422,295.394
1616.55,295.23,295.202
1619.71,295.038,295.01
1622.87,294.847,294.819
1626.03,294.656,294.628
1629.18,294.466,294.438
1632.34,294.276,294.249
1635.5,294.087,294.06
1638.66,293.898,293.871
1641.81,293.71,293.683
1644.97,293.523,293.495
1648.13,293.335,293.308
1651.29,293.149,293.121
1654.44,292.962,292.935
1657.6,292.776,292.749
1660.76,292.591,292.564
1663.91,292.406,292.379
1667.07,292.222,292.195
1670.23,292.038,292.011
1673.39,291.854,291.828
1676.54,291.671,291.645
1679.7,291.489,291.462
1682.86,291.307,291.28
1686.02,291.125,291.098
1689.17,290.944,290.917
1692.33,290.763,290.737
1695.49,290.583,290.556
1698.65,290.403,290.377
1701.8,290.223,290.197
1704.96,290.044,290.018
1708.12,289.866,289.84
1711.27,289.688,289.662
1714.43,289.51,289.484
1717.59,289.333,289.307
1720.75,289.156,289.13
1723.9,288.98,288.954
1727.06,288.804,288.778
1730.22,288.628,288.603
1733.38,288.453,288.428
1736.53,288.278,288.253
1739.69,288.104,288.079
1742.85,287.93,287.905
1746.01,287.757,287.732
1749.16,287.584,287.559
1752.32,287.411,287.386
1755.48,287.239,287.214
1758.63,287.068,287.043
1761.79,286.896,286.871
1764.95,286.725,286.7
1768.11,286.555,286.53
1771.26,286.385,286.36
1774.42,286.215,286.19
1777.58,286.046,286.021
1780.74,285.877,285.852
1783.89,285.708,285.684
1787.05,285.54,285.516
1790.21,285.372,285.348
1793.37,285.205,285.181
1796.52,285.038,285.014
1799.68,284.872,284.847
1802.84,284.706,284.681
1805.99,284.54,284.516
1809.15,284.374,284.35
1812.31,284.209,284.185
1815.47,284.045,284.021
1818.62,283.881,283.857
1821.78,283.717,283.693
1824.94,283.553,283.529
1828.1,283.39,283.366
1831.25,283.227,283.204
1834.41,283.065,283.041
1837.57,282.903,282.879
1840.73,282.741,282.718
1843.88,282.58,282.557
1847.04,282.419,282.396
1850.2,282.259,282.235
1853.35,282.099,282.075
1856.51,281.939,281.916
1859.67,281.78,281.756
1862.83,281.62,281.597
1865.98,281.462,281.439
1869.14,281.303,281.28
1872.3,281.145,281.122
1875.46,280.988,280.965
1878.61,280.831,280.808
1881.77,280.674,280.651
1884.93,280.517,280.494
1888.09,280.361,280.338
1891.24,280.205,280.182
1894.4,280.049,280.027
1897.56,279.894,279.872
1900.71,279.739,279.717
1903.87,279.585,279.562
1907.03,279.431,279.408
1910.19,279.277,279.254
1913.34,279.123,279.101
1916.5,278.97,278.948
1919.66,278.817,278.795
1922.82,278.665,278.643
1925.97,278.513,278.491
1929.13,278.361,278.339
1932.29,278.209,278.187
1935.45,278.058,278.036
1938.6,277.907,277.885
1941.76,277.757,277.735
1944.92,277.607,277.585
1948.07,277.457,277.435
1951.23,277.307,277.286
1954.39,277.158,277.136
1957.55,277.009,276.988
1960.7,276.861,276.839
1963.86,276.713,276.691
1967.02,276.565,276.543
1970.18,276.417,276.395
1973.33,276.27,276.248
1976.49,276.123,276.101
1979.65,275.976,275.955
1982.81,275.83,275.808
1985.96,275.684,275.662
1989.12,275.538,275.517
1992.28,275.392,275.371
1995.43,275.247,275.226
1998.59,275.102,275.081
2001.75,274.958,274.937
2004.91,274.814,274.793
2008.06,274.67,274.649
2011.22,274.526,274.505
2014.38,274.383,274.362
2017.54,274.24,274.219
2020.69,274.097,274.076
2023.85,273.955,273.934
2027.01,273.813,273.792
2030.17,273.671,273.65
2033.32,273.529,273.509
2036.48,273.388,273.367
2039.64,273.247,273.226
2042.79,273.106,273.086
2045.95,272.966,272.945
2049.11,272.826,272.805
2052.27,272.686,272.666
2055.42,272.547,272.526
2058.58,272.407,272.387
2061.74,272.268,272.248
2064.9,272.13,272.109
2068.05,271.991,271.971
2071.21,271.853,271.833
2074.37,271.715,271.695
2077.53,271.578,271.558
2080.68,271.441,271.421
2083.84,271.304,271.284
2087,271.167,271.147
2090.15,271.03,271.011
2093.31,270.894,270.874
2096.47,270.758,270.739
2099.63,270.623,270.603
2102.78,270.487,270.468
2105.94,270.352,270.333
2109.1,270.218,270.198
2112.26,270.083,270.063
2115.41,269.949,269.929
2118.57,269.815,269.795
2121.73,269.681,269.662
2124.89,269.548,269.528
2128.04,269.414,269.395
2131.2,269.281,269.262
2134.36,269.149,269.129
2137.51,269.016,268.997
2140.67,268.884,268.865
2143.83,268.752,268.733
2146.99,268.621,268.601
2150.14,268.489,268.47
2153.3,268.358,268.339
2156.46,268.227,268.208
2159.62,268.097,268.078
2162.77,267.966,267.947
2165.93,267.836,267.817
2169.09,267.706,267.687
2172.25,267.577,267.558
2175.4,267.447,267.429
2178.56,267.318,267.299
2181.72,267.189,267.171
2184.87,267.061,267.042
2188.03,266.932,266.914
2191.19,266.804,266.786
2194.35,266.676,266.658
2197.5,266.549,266.53
