czas,e_temperatura,temperatura
0,2368,2368
4.736,1736.02,1742.61
9.472,1492.85,1489.45
14.208,1343.88,1339.26
18.944,1240.08,1235.71
23.68,1162.09,1158.21
28.416,1100.51,1097.1
33.152,1050.13,1047.13
37.888,1007.84,1005.18
42.624,971.612,969.233
47.36,940.074,937.933
52.096,912.26,910.32
56.832,887.465,885.697
61.568,865.159,863.538
66.304,844.936,843.443
71.04,826.479,825.096
75.776,809.533,808.249
80.512,793.896,792.698
85.248,779.4,778.279
89.984,765.907,764.855
94.72,753.302,752.311
99.456,741.487,740.552
104.192,730.38,729.496
108.928,719.909,719.071
113.664,710.014,709.218
118.4,700.641,699.883
123.136,691.744,691.022
127.872,683.283,682.592
132.608,675.22,674.56
137.344,667.525,666.893
142.08,660.169,659.563
146.816,653.127,652.545
151.552,646.376,645.816
156.288,639.895,639.357
161.024,633.667,633.148
165.76,627.675,627.174
170.496,621.902,621.419
175.232,616.337,615.87
179.968,610.965,610.514
184.704,605.776,605.339
189.44,600.759,600.336
194.176,595.904,595.493
198.912,591.202,590.804
203.648,586.645,586.259
208.384,582.225,581.85
213.12,577.936,577.571
217.856,573.77,573.416
222.592,569.722,569.377
227.328,565.786,565.45
232.064,561.956,561.629
236.8,558.228,557.909
241.536,554.597,554.286
246.272,551.058,550.755
251.008,547.608,547.312
255.744,544.243,543.954
260.48,540.959,540.677
265.216,537.753,537.477
269.952,534.622,534.352
274.688,531.562,531.299
279.424,528.572,528.313
284.16,525.647,525.394
288.896,522.786,522.539
293.632,519.986,519.744
298.368,517.246,517.008
303.104,514.562,514.329
307.84,511.933,511.705
312.576,509.357,509.133
317.312,506.832,506.613
322.048,504.356,504.141
326.784,501.928,501.717
331.52,499.547,499.339
336.256,497.209,497.006
340.992,494.915,494.715
345.728,492.663,492.467
350.464,490.451,490.258
355.2,488.278,488.089
359.936,486.143,485.957
364.672,484.045,483.862
369.408,481.983,481.803
374.144,479.956,479.779
378.88,477.962,477.788
383.616,476.001,475.829
388.352,474.072,473.903
393.088,472.173,472.007
397.824,470.305,470.141
402.56,468.466,468.305
407.296,466.655,466.497
412.032,464.872,464.716
416.768,463.116,462.962
421.504,461.386,461.235
426.24,459.682,459.533
430.976,458.003,457.855
435.712,456.348,456.202
440.448,454.716,454.573
445.184,453.108,452.967
449.92,451.522,451.383
454.656,449.958,449.821
459.392,448.416,448.28
464.128,446.894,446.761
468.864,445.393,445.261
473.6,443.912,443.782
478.336,442.451,442.322
483.072,441.008,440.881
487.808,439.584,439.459
492.544,438.179,438.055
497.28,436.791,436.669
502.016,435.42,435.3
506.752,434.067,433.948
511.488,432.73,432.612
516.224,431.41,431.293
520.96,430.105,429.99
525.696,428.817,428.703
530.432,427.543,427.431
535.168,426.285,426.174
539.904,425.041,424.931
544.64,423.811,423.703
549.376,422.596,422.489
554.112,421.395,421.288
558.848,420.207,420.102
563.584,419.032,418.928
568.32,417.87,417.768
573.056,416.722,416.62
577.792,415.585,415.485
582.528,414.461,414.362
587.264,413.349,413.251
592,412.249,412.152
596.736,411.16,411.064
601.472,410.083,409.988
606.208,409.017,408.923
610.944,407.963,407.869
615.68,406.918,406.826
620.416,405.885,405.793
625.152,404.862,404.771
629.888,403.849,403.759
634.624,402.846,402.757
639.36,401.853,401.765
644.096,400.87,400.783
648.832,399.896,399.81
653.568,398.932,398.847
658.304,397.977,397.892
663.04,397.031,396.947
667.776,396.094,396.011
672.512,395.166,395.084
677.248,394.246,394.165
681.984,393.335,393.254
686.72,392.433,392.352
691.456,391.538,391.459
696.192,390.652,390.573
700.928,389.773,389.695
705.664,388.903,388.825
